CUI	IC
C0942196	9.250810304529896
C1659079	9.250810304529896
C4028524	9.250810304529896
C5225340	9.250810304529896
C2455016	9.250810304529896
C3836747	9.250810304529896
C2457622	9.250810304529896
C0436398	9.250810304529896
C0973354	9.250810304529896
C5233383	9.250810304529896
C3515757	9.250810304529896
C0202827	9.250810304529896
C2121183	9.250810304529896
C5224980	9.250810304529896
C2454609	9.250810304529896
C5877393	9.250810304529896
C5923472	9.250810304529896
C4028368	9.250810304529896
C4725843	9.250810304529896
C5387664	9.250810304529896
C5410967	9.250810304529896
C2456941	9.250810304529896
C5921268	9.250810304529896
C4028450	9.250810304529896
C2094599	9.250810304529896
C2238862	9.250810304529896
C0696561	9.250810304529896
C0412688	9.250810304529896
C5189542	9.250810304529896
C5696072	9.250810304529896
C2042781	9.250810304529896
C0195979	9.250810304529896
C2043601	9.250810304529896
C2457031	9.250810304529896
C2985583	9.250810304529896
C2456330	9.250810304529896
C4285221	9.250810304529896
C4028513	9.250810304529896
C5708844	9.250810304529896
C5876380	9.250810304529896
C5410893	9.250810304529896
C1524517	9.250810304529896
C5439650	9.250810304529896
C2540862	9.250810304529896
C5696077	9.250810304529896
C3899688	9.250810304529896
C4510349	9.250810304529896
C5147337	9.250810304529896
C2540808	9.250810304529896
C3468380	9.250810304529896
C1524572	9.250810304529896
C2455634	9.250810304529896
C2398146	9.250810304529896
C2457106	9.250810304529896
C5410930	9.250810304529896
C5691468	9.250810304529896
C3517231	9.250810304529896
C1524852	9.250810304529896
C5223662	9.250810304529896
C5223425	9.250810304529896
C4285947	9.250810304529896
C2238813	9.250810304529896
C2551757	9.250810304529896
C5148211	9.250810304529896
C4523908	9.250810304529896
C5692244	9.250810304529896
C1525197	9.250810304529896
C0196626	9.250810304529896
C2228493	9.250810304529896
C4730284	9.250810304529896
C2457621	9.250810304529896
C3245785	9.250810304529896
C1628565	9.250810304529896
C2182593	9.250810304529896
C5148070	9.250810304529896
C2941558	9.250810304529896
C3863848	9.250810304529896
C2456541	9.250810304529896
C5697228	9.250810304529896
C2721681	9.250810304529896
C1954308	9.250810304529896
C5189703	9.250810304529896
C4688356	9.250810304529896
C4028526	9.250810304529896
C1524582	9.250810304529896
C5148057	9.250810304529896
C5411809	9.250810304529896
C3898501	9.250810304529896
C5552709	9.250810304529896
C2026277	9.250810304529896
C2455217	9.250810304529896
C1626401	9.250810304529896
C4543462	9.250810304529896
C2733328	9.250810304529896
C4305194	9.250810304529896
C5208278	9.250810304529896
C5410890	9.250810304529896
C2457133	9.250810304529896
C5194687	9.250810304529896
C5414164	9.250810304529896
C2454040	9.250810304529896
C5779159	9.250810304529896
C4028512	9.250810304529896
C2239065	9.250810304529896
C3873775	9.250810304529896
C5695579	9.250810304529896
C4315111	9.250810304529896
C1847761	9.250810304529896
C5224915	9.250810304529896
C1442039	9.250810304529896
C2110255	9.250810304529896
C5189550	9.250810304529896
C5404764	9.250810304529896
C0203440	9.250810304529896
C2419137	9.250810304529896
C2138998	9.250810304529896
C2455757	9.250810304529896
C0394134	9.250810304529896
C3861026	9.250810304529896
C2238659	9.250810304529896
C4479609	9.250810304529896
C5411414	9.250810304529896
C2238821	9.250810304529896
C2318599	9.250810304529896
C2021790	9.250810304529896
C2457112	9.250810304529896
C0204693	9.250810304529896
C0202683	9.250810304529896
C5578075	9.250810304529896
C1614048	9.250810304529896
C5410841	9.250810304529896
C3517542	9.250810304529896
C5780133	9.250810304529896
C5219715	9.250810304529896
C4315009	9.250810304529896
C5189659	9.250810304529896
C5825044	9.250810304529896
C5189628	9.250810304529896
C0374460	9.250810304529896
C5410952	9.250810304529896
C2481761	9.250810304529896
C5190438	9.250810304529896
C5388932	9.250810304529896
C5410817	9.250810304529896
C2456722	9.250810304529896
C3896987	9.250810304529896
C0202700	9.250810304529896
C2042406	9.250810304529896
C1571865	9.250810304529896
C2009199	9.250810304529896
C0881953	9.250810304529896
C5939267	9.250810304529896
C5224895	9.250810304529896
C2029662	9.250810304529896
C5691788	9.250810304529896
C5387424	9.250810304529896
C5224914	9.250810304529896
C0195982	9.250810304529896
C1525274	9.250810304529896
C5388078	9.250810304529896
C5220111	9.250810304529896
C2456940	9.250810304529896
C0918159	9.250810304529896
C2455932	9.250810304529896
C0599865	9.250810304529896
C2540814	9.250810304529896
C0373442	9.250810304529896
C2238792	9.250810304529896
C2420069	9.250810304529896
C2585430	9.250810304529896
C2456558	9.250810304529896
C3862900	9.250810304529896
C3554326	9.250810304529896
C2038137	9.250810304529896
C0882089	9.250810304529896
C2123110	9.250810304529896
C2959701	9.250810304529896
C2106286	9.250810304529896
C4266190	9.250810304529896
C2318020	9.250810304529896
C3863022	9.250810304529896
C0373324	9.250810304529896
C1719738	9.250810304529896
C3863901	9.250810304529896
C4514571	9.250810304529896
C0373445	9.250810304529896
C5223424	9.250810304529896
C2125990	9.250810304529896
C0565190	9.250810304529896
C4028466	9.250810304529896
C2457018	9.250810304529896
C2457554	9.250810304529896
C0599390	9.250810304529896
C5148050	9.250810304529896
C2318231	9.250810304529896
C0430786	9.250810304529896
C2540820	9.250810304529896
C2960167	9.250810304529896
C5219686	9.250810304529896
C5431785	9.250810304529896
C2481751	9.250810304529896
C2717808	9.250810304529896
C0373135	9.250810304529896
C5219737	9.250810304529896
C5693499	9.250810304529896
C2455744	9.250810304529896
C5559477	9.250810304529896
C5223748	9.250810304529896
C4028280	9.250810304529896
C2123187	9.250810304529896
C2695887	9.250810304529896
C0202712	9.250810304529896
C5572600	9.250810304529896
C5939545	9.250810304529896
C2125970	9.250810304529896
C0262873	9.250810304529896
C0679599	9.250810304529896
C5189617	9.250810304529896
C2238965	9.250810304529896
C5223681	9.250810304529896
C5876659	9.250810304529896
C2457081	9.250810304529896
C4064608	9.250810304529896
C0845914	9.250810304529896
C0373168	9.250810304529896
C2457166	9.250810304529896
C4028527	9.250810304529896
C5401470	9.250810304529896
C0846034	9.250810304529896
C5559520	9.250810304529896
C4305215	9.250810304529896
C2454328	9.250810304529896
C3694992	9.250810304529896
C3516146	9.250810304529896
C2028441	9.250810304529896
C5684825	9.250810304529896
C5189696	9.250810304529896
C3164864	9.250810304529896
C0430794	9.250810304529896
C5223247	9.250810304529896
C5224974	9.250810304529896
C5189596	9.250810304529896
C5696070	9.250810304529896
C2419336	9.250810304529896
C5407463	9.250810304529896
C3534634	9.250810304529896
C2457123	9.250810304529896
C3696048	9.250810304529896
C5224924	9.250810304529896
C4028511	9.250810304529896
C5219746	9.250810304529896
C4028506	9.250810304529896
C2238647	9.250810304529896
C5224930	9.250810304529896
C2024297	9.250810304529896
C5148079	9.250810304529896
C5411401	9.250810304529896
C2688114	9.250810304529896
C5410883	9.250810304529896
C2455701	9.250810304529896
C5223358	9.250810304529896
C2041188	9.250810304529896
C0881884	9.250810304529896
C5928579	9.250810304529896
C5697229	9.250810304529896
C0196044	9.250810304529896
C2228467	9.250810304529896
C5416812	9.250810304529896
C5826743	9.250810304529896
C0200100	9.250810304529896
C2318025	9.250810304529896
C5928578	9.250810304529896
C2457084	9.250810304529896
C5415666	9.250810304529896
C2238895	9.250810304529896
C5409726	9.250810304529896
C2042412	9.250810304529896
C2420068	9.250810304529896
C5849492	9.250810304529896
C4763933	9.250810304529896
C1578744	9.250810304529896
C0918151	9.250810304529896
C5939550	9.250810304529896
C5388143	9.250810304529896
C2985640	9.250810304529896
C4523962	9.250810304529896
C0202738	9.250810304529896
C5148203	9.250810304529896
C5411690	9.250810304529896
C0176046	9.250810304529896
C1441659	9.250810304529896
C5219747	9.250810304529896
C2712935	9.250810304529896
C2239057	9.250810304529896
C5224966	9.250810304529896
C3698350	9.250810304529896
C5923731	9.250810304529896
C2456307	9.250810304529896
C2456530	9.250810304529896
C3506371	9.250810304529896
C2064932	9.250810304529896
C2315790	9.250810304529896
C2457128	9.250810304529896
C2041190	9.250810304529896
C5878165	9.250810304529896
C5410863	9.250810304529896
C2436159	9.250810304529896
C2367149	9.250810304529896
C2711639	9.250810304529896
C1543378	9.250810304529896
C2454641	9.250810304529896
C2724312	9.250810304529896
C3863021	9.250810304529896
C2317420	9.250810304529896
C0849133	9.250810304529896
C5224916	9.250810304529896
C5695378	9.250810304529896
C1542625	9.250810304529896
C4054740	9.250810304529896
C5189697	9.250810304529896
C0373161	9.250810304529896
C0882058	9.250810304529896
C5431784	9.250810304529896
C1144703	9.250810304529896
C2027001	9.250810304529896
C2238746	9.250810304529896
C1525611	9.250810304529896
C0040469	9.250810304529896
C0746851	9.250810304529896
C5225594	9.250810304529896
C2315848	9.250810304529896
C5189686	9.250810304529896
C5411276	9.250810304529896
C5411485	9.250810304529896
C4527294	9.250810304529896
C2454794	9.250810304529896
C0881954	9.250810304529896
C4029137	9.250810304529896
C1552358	9.250810304529896
C5189590	9.250810304529896
C0195983	9.250810304529896
C5410857	9.250810304529896
C2585033	9.250810304529896
C2540823	9.250810304529896
C5436311	9.250810304529896
C4013026	9.250810304529896
C4504791	9.250810304529896
C0845923	9.250810304529896
C5189536	9.250810304529896
C5415685	9.250810304529896
C2238678	9.250810304529896
C5765161	9.250810304529896
C2239043	9.250810304529896
C0412730	9.250810304529896
C1738519	9.250810304529896
C2455623	9.250810304529896
C1814202	9.250810304529896
C2043368	9.250810304529896
C5439702	9.250810304529896
C0882138	9.250810304529896
C2457107	9.250810304529896
C3836763	9.250810304529896
C5697210	9.250810304529896
C5411064	9.250810304529896
C2228470	9.250810304529896
C2455975	9.250810304529896
C5411271	9.250810304529896
C1543692	9.250810304529896
C4722282	9.250810304529896
C2455997	9.250810304529896
C2317694	9.250810304529896
C5387392	9.250810304529896
C2367140	9.250810304529896
C1441800	9.250810304529896
C2455523	9.250810304529896
C1524573	9.250810304529896
C2455218	9.250810304529896
C5224759	9.250810304529896
C2454035	9.250810304529896
C3860478	9.250810304529896
C5415679	9.250810304529896
C5694072	9.250810304529896
C2551641	9.250810304529896
C5219703	9.250810304529896
C5388942	9.250810304529896
C0598369	9.250810304529896
C3839718	9.250810304529896
C5224900	9.250810304529896
C0202680	9.250810304529896
C1579170	9.250810304529896
C2318140	9.250810304529896
C5148202	9.250810304529896
C5410908	9.250810304529896
C2455968	9.250810304529896
C2712910	9.250810304529896
C5559480	9.250810304529896
C3267100	9.250810304529896
C2181363	9.250810304529896
C5411046	9.250810304529896
C2454631	9.250810304529896
C2455763	9.250810304529896
C3860442	9.250810304529896
C2238766	9.250810304529896
C0374461	9.250810304529896
C5410938	9.250810304529896
C0373196	9.250810304529896
C1524493	9.250810304529896
C0202729	9.250810304529896
C4029189	9.250810304529896
C0918154	9.250810304529896
C5220142	9.250810304529896
C5411744	9.250810304529896
C5411293	9.250810304529896
C5939239	9.250810304529896
C5223361	9.250810304529896
C3267103	9.250810304529896
C5224963	9.250810304529896
C4302372	9.250810304529896
C5667357	9.250810304529896
C2238760	9.250810304529896
C1304879	9.250810304529896
C3860947	9.250810304529896
C2454861	9.250810304529896
C4707389	9.250810304529896
C2457381	9.250810304529896
C2321727	9.250810304529896
C5387748	9.250810304529896
C1114484	9.250810304529896
C2238726	9.250810304529896
C4520274	9.250810304529896
C5696151	9.250810304529896
C2322519	9.250810304529896
C2457626	9.250810304529896
C5223429	9.250810304529896
C5697222	9.250810304529896
C2954995	9.250810304529896
C2094587	9.250810304529896
C5696074	9.250810304529896
C0202701	9.250810304529896
C5223303	9.250810304529896
C5145056	9.250810304529896
C0412729	9.250810304529896
C1739373	9.250810304529896
C5696490	9.250810304529896
C2748441	9.250810304529896
C2456555	9.250810304529896
C5148089	9.250810304529896
C2318225	9.250810304529896
C5223747	9.250810304529896
C1114953	9.250810304529896
C0881820	9.250810304529896
C5223434	9.250810304529896
C2206385	9.250810304529896
C5411045	9.250810304529896
C2437366	9.250810304529896
C3836749	9.250810304529896
C0373159	9.250810304529896
C2042410	9.250810304529896
C2456529	9.250810304529896
C5906961	9.250810304529896
C0176293	9.250810304529896
C3662488	9.250810304529896
C5765195	9.250810304529896
C5555872	9.250810304529896
C3807888	9.250810304529896
C5696179	9.250810304529896
C2455965	9.250810304529896
C0394135	9.250810304529896
C1543896	9.250810304529896
C5921605	9.250810304529896
C2457142	9.250810304529896
C2455435	9.250810304529896
C1537078	9.250810304529896
C2436156	9.250810304529896
C2939043	9.250810304529896
C2322503	9.250810304529896
C1543708	9.250810304529896
C5923532	9.250810304529896
C4265410	9.250810304529896
C2238815	9.250810304529896
C4537755	9.250810304529896
C4263641	9.250810304529896
C3694982	9.250810304529896
C2945194	9.250810304529896
C2198617	9.250810304529896
C3850001	9.250810304529896
C5220114	9.250810304529896
C3850007	9.250810304529896
C4067260	9.250810304529896
C2238936	9.250810304529896
C2041511	9.250810304529896
C2316342	9.250810304529896
C2436343	9.250810304529896
C2238582	9.250810304529896
C2456570	9.250810304529896
C3515861	9.250810304529896
C0374429	9.250810304529896
C5189658	9.250810304529896
C4028497	9.250810304529896
C5219665	9.250810304529896
C2455009	9.250810304529896
C3866398	9.250810304529896
C2367133	9.250810304529896
C2367129	9.250810304529896
C5419750	9.250810304529896
C2238741	9.250810304529896
C5693479	9.250810304529896
C2455627	9.250810304529896
C2960100	9.250810304529896
C5387660	9.250810304529896
C2042929	9.250810304529896
C2551639	9.250810304529896
C2042892	9.250810304529896
C2455323	9.250810304529896
C2238679	9.250810304529896
C3825744	9.250810304529896
C4533304	9.250810304529896
C0846153	9.250810304529896
C5416663	9.250810304529896
C5454764	9.250810304529896
C4737380	9.250810304529896
C5189709	9.250810304529896
C5830217	9.250810304529896
C2238969	9.250810304529896
C0177814	9.250810304529896
C2457130	9.250810304529896
C5224885	9.250810304529896
C2456566	9.250810304529896
C2455897	9.250810304529896
C2459669	9.250810304529896
C5407466	9.250810304529896
C2456310	9.250810304529896
C5219659	9.250810304529896
C0412744	9.250810304529896
C2516027	9.250810304529896
C5426677	9.250810304529896
C1524125	9.250810304529896
C5924575	9.250810304529896
C2122987	9.250810304529896
C5411044	9.250810304529896
C0411817	9.250810304529896
C4746447	9.250810304529896
C5923738	9.250810304529896
C2456069	9.250810304529896
C4050119	9.250810304529896
C2456534	9.250810304529896
C5189672	9.250810304529896
C4028559	9.250810304529896
C3866622	9.250810304529896
C2732808	9.250810304529896
C5189692	9.250810304529896
C3515810	9.250810304529896
C5224867	9.250810304529896
C5886322	9.250810304529896
C2455430	9.250810304529896
C5415667	9.250810304529896
C2094600	9.250810304529896
C0887831	9.250810304529896
C2454860	9.250810304529896
C3687806	9.250810304529896
C2456322	9.250810304529896
C4229901	9.250810304529896
C1456005	9.250810304529896
C5410964	9.250810304529896
C5219676	9.250810304529896
C2456539	9.250810304529896
C5189559	9.250810304529896
C2022189	9.250810304529896
C5220537	9.250810304529896
C5224923	9.250810304529896
C4028473	9.250810304529896
C5388961	9.250810304529896
C5442426	9.250810304529896
C0558690	9.250810304529896
C0993826	9.250810304529896
C5387665	9.250810304529896
C2457085	9.250810304529896
C5939471	9.250810304529896
C0855815	9.250810304529896
C2322517	9.250810304529896
C3825479	9.250810304529896
C5693475	9.250810304529896
C5696123	9.250810304529896
C0202685	9.250810304529896
C2315850	9.250810304529896
C3897462	9.250810304529896
C5224753	9.250810304529896
C2455640	9.250810304529896
C5220534	9.250810304529896
C2455542	9.250810304529896
C2318602	9.250810304529896
C4032182	9.250810304529896
C5407465	9.250810304529896
C5411035	9.250810304529896
C0429448	9.250810304529896
C0203864	9.250810304529896
C2029541	9.250810304529896
C2322507	9.250810304529896
C2238785	9.250810304529896
C5561635	9.250810304529896
C3506370	9.250810304529896
C4028396	9.250810304529896
C2457124	9.250810304529896
C2457119	9.250810304529896
C5765187	9.250810304529896
C2454606	9.250810304529896
C2318036	9.250810304529896
C5696082	9.250810304529896
C4542869	9.250810304529896
C2456254	9.250810304529896
C0845970	9.250810304529896
C5224002	9.250810304529896
C4028371	9.250810304529896
C5219677	9.250810304529896
C2456532	9.250810304529896
C0200094	9.250810304529896
C4733399	9.250810304529896
C5414161	9.250810304529896
C5201776	9.250810304529896
C5563530	9.250810304529896
C2540769	9.250810304529896
C0850776	9.250810304529896
C1964120	9.250810304529896
C2457134	9.250810304529896
C5220147	9.250810304529896
C5921559	9.250810304529896
C5696231	9.250810304529896
C2457132	9.250810304529896
C2238717	9.250810304529896
C1525641	9.250810304529896
C5688738	9.250810304529896
C2455033	9.250810304529896
C2238901	9.250810304529896
C0203387	9.250810304529896
C5696080	9.250810304529896
C3860477	9.250810304529896
C2322510	9.250810304529896
C2454038	9.250810304529896
C5388249	9.250810304529896
C5219721	9.250810304529896
C5696191	9.250810304529896
C5148046	9.250810304529896
C5206518	9.250810304529896
C2455755	9.250810304529896
C4523853	9.250810304529896
C5924419	9.250810304529896
C5928577	9.250810304529896
C5396091	9.250810304529896
C5411028	9.250810304529896
C2960715	9.250810304529896
C3860454	9.250810304529896
C2318230	9.250810304529896
C5388655	9.250810304529896
C4012167	9.250810304529896
C1524145	9.250810304529896
C5202379	9.250810304529896
C5411415	9.250810304529896
C2455534	9.250810304529896
C2455705	9.250810304529896
C4028437	9.250810304529896
C4271886	9.250810304529896
C5410911	9.250810304529896
C2455752	9.250810304529896
C2368212	9.250810304529896
C0570564	9.250810304529896
C5691288	9.250810304529896
C5875323	9.250810304529896
C2456058	9.250810304529896
C1514967	9.250810304529896
C2456299	9.250810304529896
C1623332	9.250810304529896
C2959858	9.250810304529896
C3860956	9.250810304529896
C1169370	9.250810304529896
C2166204	9.250810304529896
C5696314	9.250810304529896
C5420260	9.250810304529896
C2367646	9.250810304529896
C2318098	9.250810304529896
C1524773	9.250810304529896
C2455703	9.250810304529896
C1524668	9.250810304529896
C5559393	9.250810304529896
C1736899	9.250810304529896
C2368251	9.250810304529896
C5219667	9.250810304529896
C0882116	9.250810304529896
C2315352	9.250810304529896
C2029668	9.250810304529896
C2052482	9.250810304529896
C1961296	9.250810304529896
C5410999	9.250810304529896
C5411194	9.250810304529896
C5779175	9.250810304529896
C0855566	9.250810304529896
C2238950	9.250810304529896
C2455013	9.250810304529896
C2455976	9.250810304529896
C0882044	9.250810304529896
C5765102	9.250810304529896
C2238725	9.250810304529896
C0588145	9.250810304529896
C5432124	9.250810304529896
C5222987	9.250810304529896
C2455735	9.250810304529896
C2316006	9.250810304529896
C2314960	9.250810304529896
C2454607	9.250810304529896
C5696054	9.250810304529896
C4029653	9.250810304529896
C5388855	9.250810304529896
C5148082	9.250810304529896
C4029217	9.250810304529896
C1548884	9.250810304529896
C2455027	9.250810304529896
C4285672	9.250810304529896
C3515801	9.250810304529896
C2456535	9.250810304529896
C2455524	9.250810304529896
C5189654	9.250810304529896
C1525629	9.250810304529896
C5224901	9.250810304529896
C1547111	9.250810304529896
C2042896	9.250810304529896
C2321600	9.250810304529896
C2238974	9.250810304529896
C5189561	9.250810304529896
C5923414	9.250810304529896
C2210615	9.250810304529896
C4041112	9.250810304529896
C5410889	9.250810304529896
C1850446	9.250810304529896
C2043545	9.250810304529896
C5189640	9.250810304529896
C5223430	9.250810304529896
C0883232	9.250810304529896
C5220160	9.250810304529896
C5189603	9.250810304529896
C2053073	9.250810304529896
C5447408	9.250810304529896
C4028516	9.250810304529896
C1136207	9.250810304529896
C3515981	9.250810304529896
C3898884	9.250810304529896
C2321451	9.250810304529896
C2457010	9.250810304529896
C5878798	9.250810304529896
C2455891	9.250810304529896
C2041516	9.250810304529896
C5559361	9.250810304529896
C5410828	9.250810304529896
C5410875	9.250810304529896
C5410914	9.250810304529896
C5224908	9.250810304529896
C2456005	9.250810304529896
C1715395	9.250810304529896
C1953959	9.250810304529896
C5765202	9.250810304529896
C0028580	9.250810304529896
C5223982	9.250810304529896
C2551753	9.250810304529896
C5411416	9.250810304529896
C2321527	9.250810304529896
C5223679	9.250810304529896
C5201775	9.250810304529896
C2456523	9.250810304529896
C1543703	9.250810304529896
C2238921	9.250810304529896
C3860953	9.250810304529896
C2457135	9.250810304529896
C3178878	9.250810304529896
